IdFlightNumber,DepartureTime,Description,Type,Start_Airport,Goal_Airport,PlaneModel_Id,NIT_Airline
861,2023-04-27 09:27:00,Vuelo 861 de Charles de Gaulle a LAX,Comercial,Charles de Gaulle,LAX,BMW,1001001
862,2022-07-16 03:38:00,Vuelo 862 de Heathrow a Toronto Pearson,Privado,Heathrow,Toronto Pearson,XNT,1001001
863,2023-02-09 10:49:00,Vuelo 863 de JFK International a Charles de Gaulle,Privado,JFK International,Charles de Gaulle,SMN,1001002
864,2022-02-20 17:02:00,Vuelo 864 de JFK International a LAX,Privado,JFK International,LAX,BMW,1001005
865,2022-11-25 15:03:00,Vuelo 865 de Heathrow a Charles de Gaulle,Comercial,Heathrow,Charles de Gaulle,AGX,1001003
866,2023-07-22 08:38:00,Vuelo 866 de Toronto Pearson a JFK International,Privado,Toronto Pearson,JFK International,CBK,1001001
867,2023-02-22 22:02:00,Vuelo 867 de Charles de Gaulle a Toronto Pearson,Privado,Charles de Gaulle,Toronto Pearson,MIJ,1001001
868,2022-06-21 11:42:00,Vuelo 868 de JFK International a Benito Juárez,Privado,JFK International,Benito Juárez,XNT,1001001
869,2022-02-04 13:47:00,Vuelo 869 de JFK International a Heathrow,Comercial,JFK International,Heathrow,SMN,1001002
870,2022-11-26 13:57:00,Vuelo 870 de Toronto Pearson a JFK International,Privado,Toronto Pearson,JFK International,CBK,1001003
871,2023-05-25 00:19:00,Vuelo 871 de Charles de Gaulle a Toronto Pearson,Privado,Charles de Gaulle,Toronto Pearson,SMN,1001002
872,2023-11-03 18:05:00,Vuelo 872 de JFK International a Heathrow,Comercial,JFK International,Heathrow,BMW,1001002
873,2022-11-05 20:06:00,Vuelo 873 de Heathrow a LAX,Privado,Heathrow,LAX,BMW,1001001
874,2023-08-09 06:34:00,Vuelo 874 de JFK International a Charles de Gaulle,Comercial,JFK International,Charles de Gaulle,AGX,1001001
875,2022-10-05 18:16:00,Vuelo 875 de Charles de Gaulle a JFK International,Privado,Charles de Gaulle,JFK International,MIJ,1001005
876,2022-07-12 22:36:00,Vuelo 876 de Toronto Pearson a Heathrow,Comercial,Toronto Pearson,Heathrow,AGX,1001005
877,2022-07-08 11:20:00,Vuelo 877 de Charles de Gaulle a Benito Juárez,Privado,Charles de Gaulle,Benito Juárez,BMW,1001003
878,2022-10-28 06:47:00,Vuelo 878 de LAX a Charles de Gaulle,Comercial,LAX,Charles de Gaulle,CBK,1001004
879,2023-09-14 19:39:00,Vuelo 879 de Heathrow a Charles de Gaulle,Comercial,Heathrow,Charles de Gaulle,XNT,1001001
880,2022-11-28 02:33:00,Vuelo 880 de Benito Juárez a Charles de Gaulle,Comercial,Benito Juárez,Charles de Gaulle,SMN,1001003
881,2023-02-13 02:00:00,Vuelo 881 de Toronto Pearson a JFK International,Privado,Toronto Pearson,JFK International,CBK,1001004
882,2022-09-03 19:34:00,Vuelo 882 de Charles de Gaulle a LAX,Privado,Charles de Gaulle,LAX,XNT,1001004
883,2023-10-17 15:30:00,Vuelo 883 de Heathrow a Benito Juárez,Privado,Heathrow,Benito Juárez,MIJ,1001001
884,2023-01-22 18:21:00,Vuelo 884 de Heathrow a Toronto Pearson,Comercial,Heathrow,Toronto Pearson,BMW,1001005
885,2023-05-19 01:08:00,Vuelo 885 de JFK International a Heathrow,Comercial,JFK International,Heathrow,XNT,1001005
886,2023-08-03 14:38:00,Vuelo 886 de Heathrow a Toronto Pearson,Privado,Heathrow,Toronto Pearson,BMW,1001005
887,2023-10-18 05:57:00,Vuelo 887 de Toronto Pearson a LAX,Comercial,Toronto Pearson,LAX,AGX,1001003
888,2023-07-11 06:47:00,Vuelo 888 de Toronto Pearson a Charles de Gaulle,Privado,Toronto Pearson,Charles de Gaulle,CBK,1001005
889,2023-09-24 23:49:00,Vuelo 889 de LAX a Charles de Gaulle,Comercial,LAX,Charles de Gaulle,BMW,1001004
890,2022-03-27 15:25:00,Vuelo 890 de Charles de Gaulle a LAX,Comercial,Charles de Gaulle,LAX,SMN,1001001
891,2022-01-25 08:03:00,Vuelo 891 de Heathrow a LAX,Comercial,Heathrow,LAX,XNT,1001003
892,2022-01-19 00:57:00,Vuelo 892 de LAX a Benito Juárez,Privado,LAX,Benito Juárez,SMN,1001002
893,2022-08-01 14:27:00,Vuelo 893 de JFK International a LAX,Privado,JFK International,LAX,MIJ,1001001
894,2023-01-03 19:53:00,Vuelo 894 de Charles de Gaulle a JFK International,Privado,Charles de Gaulle,JFK International,MIJ,1001004
895,2023-12-09 16:40:00,Vuelo 895 de JFK International a Charles de Gaulle,Privado,JFK International,Charles de Gaulle,XNT,1001002
896,2022-01-14 12:35:00,Vuelo 896 de JFK International a LAX,Privado,JFK International,LAX,XNT,1001002
897,2022-09-14 05:39:00,Vuelo 897 de Charles de Gaulle a JFK International,Comercial,Charles de Gaulle,JFK International,MIJ,1001005
898,2022-11-12 12:17:00,Vuelo 898 de LAX a Heathrow,Comercial,LAX,Heathrow,AGX,1001005
899,2023-12-17 23:30:00,Vuelo 899 de JFK International a Benito Juárez,Comercial,JFK International,Benito Juárez,CBK,1001002
900,2023-06-06 14:58:00,Vuelo 900 de Charles de Gaulle a Heathrow,Comercial,Charles de Gaulle,Heathrow,CBK,1001004
901,2022-08-22 14:35:00,Vuelo 901 de JFK International a Charles de Gaulle,Comercial,JFK International,Charles de Gaulle,SMN,1001001
902,2022-05-21 18:42:00,Vuelo 902 de Heathrow a Toronto Pearson,Comercial,Heathrow,Toronto Pearson,BMW,1001003
903,2022-04-23 06:26:00,Vuelo 903 de JFK International a Benito Juárez,Comercial,JFK International,Benito Juárez,XNT,1001003
904,2023-03-14 14:09:00,Vuelo 904 de JFK International a LAX,Privado,JFK International,LAX,XNT,1001003
905,2022-12-09 12:31:00,Vuelo 905 de Charles de Gaulle a Toronto Pearson,Comercial,Charles de Gaulle,Toronto Pearson,BMW,1001003
906,2023-05-27 01:55:00,Vuelo 906 de Toronto Pearson a Charles de Gaulle,Privado,Toronto Pearson,Charles de Gaulle,CBK,1001002
907,2023-06-11 11:41:00,Vuelo 907 de JFK International a LAX,Privado,JFK International,LAX,CBK,1001002
908,2023-04-02 06:20:00,Vuelo 908 de Charles de Gaulle a JFK International,Comercial,Charles de Gaulle,JFK International,MIJ,1001005
909,2023-03-02 12:44:00,Vuelo 909 de Toronto Pearson a Charles de Gaulle,Comercial,Toronto Pearson,Charles de Gaulle,MIJ,1001001
910,2022-08-06 22:33:00,Vuelo 910 de JFK International a Toronto Pearson,Comercial,JFK International,Toronto Pearson,AGX,1001003
911,2023-01-30 19:44:00,Vuelo 911 de Toronto Pearson a Benito Juárez,Privado,Toronto Pearson,Benito Juárez,MIJ,1001004
912,2022-03-18 03:04:00,Vuelo 912 de Toronto Pearson a Heathrow,Comercial,Toronto Pearson,Heathrow,CBK,1001001
913,2023-03-29 12:47:00,Vuelo 913 de Toronto Pearson a Benito Juárez,Privado,Toronto Pearson,Benito Juárez,CBK,1001005
914,2023-02-13 06:38:00,Vuelo 914 de LAX a Benito Juárez,Comercial,LAX,Benito Juárez,MIJ,1001003
915,2023-10-22 04:10:00,Vuelo 915 de LAX a Benito Juárez,Comercial,LAX,Benito Juárez,CBK,1001001
916,2022-07-02 14:25:00,Vuelo 916 de Charles de Gaulle a Heathrow,Comercial,Charles de Gaulle,Heathrow,SMN,1001001
917,2023-06-22 18:19:00,Vuelo 917 de JFK International a Heathrow,Comercial,JFK International,Heathrow,BMW,1001001
918,2023-02-18 22:36:00,Vuelo 918 de Heathrow a Charles de Gaulle,Privado,Heathrow,Charles de Gaulle,CBK,1001005
919,2022-12-02 16:23:00,Vuelo 919 de Charles de Gaulle a Heathrow,Comercial,Charles de Gaulle,Heathrow,CBK,1001003
920,2023-03-15 01:21:00,Vuelo 920 de LAX a JFK International,Comercial,LAX,JFK International,AGX,1001001
921,2023-02-12 02:40:00,Vuelo 921 de Charles de Gaulle a Benito Juárez,Comercial,Charles de Gaulle,Benito Juárez,AGX,1001002
922,2022-12-17 03:25:00,Vuelo 922 de Toronto Pearson a Heathrow,Comercial,Toronto Pearson,Heathrow,AGX,1001001
923,2023-02-15 06:01:00,Vuelo 923 de Toronto Pearson a Heathrow,Privado,Toronto Pearson,Heathrow,SMN,1001003
924,2022-01-28 06:07:00,Vuelo 924 de Toronto Pearson a LAX,Comercial,Toronto Pearson,LAX,MIJ,1001005
925,2023-01-02 18:28:00,Vuelo 925 de LAX a Toronto Pearson,Comercial,LAX,Toronto Pearson,CBK,1001003
926,2023-03-02 06:50:00,Vuelo 926 de Benito Juárez a Charles de Gaulle,Comercial,Benito Juárez,Charles de Gaulle,SMN,1001003
927,2023-03-22 14:30:00,Vuelo 927 de Toronto Pearson a JFK International,Privado,Toronto Pearson,JFK International,BMW,1001004
928,2022-03-11 16:45:00,Vuelo 928 de Benito Juárez a Toronto Pearson,Privado,Benito Juárez,Toronto Pearson,SMN,1001001
929,2022-05-03 22:47:00,Vuelo 929 de Heathrow a LAX,Privado,Heathrow,LAX,AGX,1001002
930,2023-06-25 14:02:00,Vuelo 930 de Charles de Gaulle a LAX,Privado,Charles de Gaulle,LAX,SMN,1001005
931,2022-06-18 08:18:00,Vuelo 931 de Charles de Gaulle a Benito Juárez,Privado,Charles de Gaulle,Benito Juárez,XNT,1001005
932,2022-01-13 21:34:00,Vuelo 932 de JFK International a Benito Juárez,Comercial,JFK International,Benito Juárez,BMW,1001002
933,2022-10-25 19:39:00,Vuelo 933 de Benito Juárez a JFK International,Comercial,Benito Juárez,JFK International,BMW,1001002
934,2023-05-07 00:59:00,Vuelo 934 de Benito Juárez a Charles de Gaulle,Privado,Benito Juárez,Charles de Gaulle,XNT,1001003
935,2022-10-14 14:30:00,Vuelo 935 de Charles de Gaulle a Toronto Pearson,Comercial,Charles de Gaulle,Toronto Pearson,XNT,1001001
936,2022-05-31 09:31:00,Vuelo 936 de Charles de Gaulle a Toronto Pearson,Privado,Charles de Gaulle,Toronto Pearson,AGX,1001005
937,2023-03-25 12:28:00,Vuelo 937 de Benito Juárez a LAX,Comercial,Benito Juárez,LAX,CBK,1001004
938,2023-03-14 04:25:00,Vuelo 938 de Charles de Gaulle a LAX,Comercial,Charles de Gaulle,LAX,CBK,1001001
939,2022-07-16 10:11:00,Vuelo 939 de Benito Juárez a Toronto Pearson,Privado,Benito Juárez,Toronto Pearson,XNT,1001005
940,2022-01-21 20:53:00,Vuelo 940 de LAX a Toronto Pearson,Privado,LAX,Toronto Pearson,BMW,1001002
941,2023-01-10 01:42:00,Vuelo 941 de Heathrow a Benito Juárez,Comercial,Heathrow,Benito Juárez,CBK,1001004
942,2022-11-28 11:22:00,Vuelo 942 de Heathrow a Charles de Gaulle,Privado,Heathrow,Charles de Gaulle,BMW,1001004
943,2023-04-22 09:59:00,Vuelo 943 de Heathrow a LAX,Privado,Heathrow,LAX,CBK,1001002
944,2023-01-29 17:46:00,Vuelo 944 de Heathrow a LAX,Privado,Heathrow,LAX,SMN,1001004
945,2022-10-27 14:46:00,Vuelo 945 de Toronto Pearson a Benito Juárez,Privado,Toronto Pearson,Benito Juárez,MIJ,1001003
946,2023-10-26 05:26:00,Vuelo 946 de LAX a Charles de Gaulle,Privado,LAX,Charles de Gaulle,XNT,1001004
947,2022-01-05 03:01:00,Vuelo 947 de JFK International a LAX,Privado,JFK International,LAX,AGX,1001003
948,2022-06-27 22:35:00,Vuelo 948 de LAX a JFK International,Privado,LAX,JFK International,MIJ,1001005
949,2022-05-16 20:29:00,Vuelo 949 de Heathrow a Toronto Pearson,Privado,Heathrow,Toronto Pearson,XNT,1001004
950,2023-08-16 10:32:00,Vuelo 950 de Charles de Gaulle a JFK International,Privado,Charles de Gaulle,JFK International,XNT,1001002
951,2023-02-05 17:01:00,Vuelo 951 de Heathrow a Benito Juárez,Privado,Heathrow,Benito Juárez,BMW,1001002
952,2022-03-30 02:34:00,Vuelo 952 de Benito Juárez a Charles de Gaulle,Comercial,Benito Juárez,Charles de Gaulle,AGX,1001005
953,2023-08-03 00:16:00,Vuelo 953 de LAX a Charles de Gaulle,Comercial,LAX,Charles de Gaulle,MIJ,1001005
954,2022-10-24 09:04:00,Vuelo 954 de JFK International a Charles de Gaulle,Privado,JFK International,Charles de Gaulle,BMW,1001001
955,2023-07-26 17:40:00,Vuelo 955 de JFK International a Charles de Gaulle,Privado,JFK International,Charles de Gaulle,BMW,1001001
956,2022-12-10 22:54:00,Vuelo 956 de LAX a JFK International,Privado,LAX,JFK International,AGX,1001005
957,2023-11-10 15:51:00,Vuelo 957 de Heathrow a Charles de Gaulle,Privado,Heathrow,Charles de Gaulle,CBK,1001002
958,2023-08-15 11:56:00,Vuelo 958 de Heathrow a Toronto Pearson,Comercial,Heathrow,Toronto Pearson,XNT,1001003
959,2022-05-15 04:18:00,Vuelo 959 de Charles de Gaulle a Benito Juárez,Privado,Charles de Gaulle,Benito Juárez,AGX,1001004
960,2022-02-26 08:37:00,Vuelo 960 de Charles de Gaulle a Heathrow,Comercial,Charles de Gaulle,Heathrow,MIJ,1001005
961,2023-08-15 22:45:00,Vuelo 961 de Heathrow a JFK International,Comercial,Heathrow,JFK International,SMN,1001003
962,2023-09-21 14:25:00,Vuelo 962 de LAX a Benito Juárez,Comercial,LAX,Benito Juárez,XNT,1001003
963,2022-09-28 05:58:00,Vuelo 963 de Toronto Pearson a LAX,Privado,Toronto Pearson,LAX,CBK,1001001
964,2022-01-01 22:20:00,Vuelo 964 de Charles de Gaulle a JFK International,Privado,Charles de Gaulle,JFK International,XNT,1001004
965,2023-05-20 05:23:00,Vuelo 965 de Charles de Gaulle a Toronto Pearson,Privado,Charles de Gaulle,Toronto Pearson,SMN,1001003
966,2023-09-27 01:23:00,Vuelo 966 de Heathrow a Toronto Pearson,Privado,Heathrow,Toronto Pearson,SMN,1001005
967,2022-01-02 22:30:00,Vuelo 967 de Toronto Pearson a Charles de Gaulle,Comercial,Toronto Pearson,Charles de Gaulle,BMW,1001005
968,2023-09-29 11:41:00,Vuelo 968 de Benito Juárez a Toronto Pearson,Comercial,Benito Juárez,Toronto Pearson,BMW,1001005
969,2023-11-23 01:14:00,Vuelo 969 de Toronto Pearson a LAX,Privado,Toronto Pearson,LAX,CBK,1001005
970,2023-07-04 22:24:00,Vuelo 970 de LAX a Toronto Pearson,Comercial,LAX,Toronto Pearson,CBK,1001003
971,2022-10-23 02:58:00,Vuelo 971 de Heathrow a LAX,Comercial,Heathrow,LAX,XNT,1001004
972,2023-02-24 17:00:00,Vuelo 972 de LAX a Toronto Pearson,Comercial,LAX,Toronto Pearson,XNT,1001005
973,2023-06-29 21:58:00,Vuelo 973 de JFK International a Benito Juárez,Privado,JFK International,Benito Juárez,XNT,1001005
974,2022-03-09 23:36:00,Vuelo 974 de Benito Juárez a LAX,Comercial,Benito Juárez,LAX,AGX,1001005
975,2023-05-28 05:22:00,Vuelo 975 de Heathrow a LAX,Comercial,Heathrow,LAX,SMN,1001004
976,2022-09-14 23:37:00,Vuelo 976 de Benito Juárez a Charles de Gaulle,Comercial,Benito Juárez,Charles de Gaulle,CBK,1001002
977,2022-01-08 11:55:00,Vuelo 977 de JFK International a Charles de Gaulle,Privado,JFK International,Charles de Gaulle,CBK,1001004
978,2023-06-13 03:18:00,Vuelo 978 de JFK International a LAX,Privado,JFK International,LAX,XNT,1001001
979,2022-03-06 18:42:00,Vuelo 979 de Heathrow a Charles de Gaulle,Comercial,Heathrow,Charles de Gaulle,CBK,1001003
980,2022-08-02 04:34:00,Vuelo 980 de LAX a Heathrow,Privado,LAX,Heathrow,MIJ,1001003
981,2022-10-09 01:11:00,Vuelo 981 de Heathrow a Charles de Gaulle,Comercial,Heathrow,Charles de Gaulle,SMN,1001002
982,2023-05-16 22:19:00,Vuelo 982 de Heathrow a Charles de Gaulle,Privado,Heathrow,Charles de Gaulle,CBK,1001003
983,2022-10-08 04:26:00,Vuelo 983 de Toronto Pearson a Benito Juárez,Comercial,Toronto Pearson,Benito Juárez,SMN,1001004
984,2022-09-12 13:04:00,Vuelo 984 de Heathrow a JFK International,Privado,Heathrow,JFK International,SMN,1001001
985,2023-03-23 12:01:00,Vuelo 985 de LAX a JFK International,Privado,LAX,JFK International,CBK,1001001
986,2023-01-23 23:28:00,Vuelo 986 de Heathrow a Benito Juárez,Privado,Heathrow,Benito Juárez,XNT,1001003
987,2023-02-08 03:21:00,Vuelo 987 de Benito Juárez a Toronto Pearson,Privado,Benito Juárez,Toronto Pearson,BMW,1001002
988,2022-01-01 18:25:00,Vuelo 988 de Heathrow a JFK International,Comercial,Heathrow,JFK International,CBK,1001005
989,2023-02-19 11:40:00,Vuelo 989 de Benito Juárez a Heathrow,Comercial,Benito Juárez,Heathrow,SMN,1001004
990,2023-11-04 11:44:00,Vuelo 990 de Toronto Pearson a LAX,Comercial,Toronto Pearson,LAX,SMN,1001001
991,2023-02-27 11:19:00,Vuelo 991 de Toronto Pearson a Charles de Gaulle,Privado,Toronto Pearson,Charles de Gaulle,CBK,1001005
992,2022-06-29 05:21:00,Vuelo 992 de Heathrow a Toronto Pearson,Comercial,Heathrow,Toronto Pearson,BMW,1001004
993,2023-12-15 01:25:00,Vuelo 993 de Charles de Gaulle a JFK International,Comercial,Charles de Gaulle,JFK International,MIJ,1001005
994,2022-08-17 16:49:00,Vuelo 994 de Heathrow a Charles de Gaulle,Comercial,Heathrow,Charles de Gaulle,CBK,1001005
995,2023-10-18 18:16:00,Vuelo 995 de JFK International a Toronto Pearson,Privado,JFK International,Toronto Pearson,MIJ,1001001
996,2022-10-25 19:02:00,Vuelo 996 de Heathrow a JFK International,Comercial,Heathrow,JFK International,CBK,1001003
997,2022-12-02 17:31:00,Vuelo 997 de Toronto Pearson a JFK International,Comercial,Toronto Pearson,JFK International,MIJ,1001004
998,2023-09-25 03:51:00,Vuelo 998 de JFK International a Heathrow,Comercial,JFK International,Heathrow,CBK,1001002
999,2022-11-15 03:27:00,Vuelo 999 de Toronto Pearson a Heathrow,Privado,Toronto Pearson,Heathrow,CBK,1001004
1000,2023-08-27 18:46:00,Vuelo 1000 de Toronto Pearson a Benito Juárez,Privado,Toronto Pearson,Benito Juárez,BMW,1001004
