IdSeat,Size,Number,Location,PlaneModel_Id
872,Medium,41B,Middle,IPA
873,Large,41C,Back,IPA
874,Small,42A,Front,IPA
875,Medium,42B,Middle,IPA
876,Large,42C,Back,IPA
877,Small,43A,Front,IPA
878,Medium,43B,Middle,IPA
879,Large,43C,Back,IPA
880,Small,44A,Front,IPA
881,Medium,44B,Middle,IPA
882,Large,44C,Back,IPA
883,Small,45A,Front,IPA
884,Medium,45B,Middle,IPA
885,Large,45C,Back,IPA
886,Small,46A,Front,IPA
887,Medium,46B,Middle,IPA
888,Large,46C,Back,IPA
889,Small,47A,Front,IPA
890,Medium,47B,Middle,IPA
891,Large,47C,Back,IPA
892,Small,48A,Front,IPA
893,Medium,48B,Middle,IPA
894,Large,48C,Back,IPA
895,Small,49A,Front,IPA
896,Medium,49B,Middle,IPA
897,Large,49C,Back,IPA
898,Small,50A,Front,IPA
899,Medium,50B,Middle,IPA
900,Large,50C,Back,IPA
901,Small,1A,Front,UAQ
902,Medium,1B,Middle,UAQ
903,Large,1C,Back,UAQ
904,Small,2A,Front,UAQ
905,Medium,2B,Middle,UAQ
906,Large,2C,Back,UAQ
907,Small,3A,Front,UAQ
908,Medium,3B,Middle,UAQ
909,Large,3C,Back,UAQ
910,Small,4A,Front,UAQ
911,Medium,4B,Middle,UAQ
912,Large,4C,Back,UAQ
913,Small,5A,Front,UAQ
914,Medium,5B,Middle,UAQ
915,Large,5C,Back,UAQ
916,Small,6A,Front,UAQ
917,Medium,6B,Middle,UAQ
918,Large,6C,Back,UAQ
919,Small,7A,Front,UAQ
920,Medium,7B,Middle,UAQ
921,Large,7C,Back,UAQ
922,Small,8A,Front,UAQ
923,Medium,8B,Middle,UAQ
924,Large,8C,Back,UAQ
925,Small,9A,Front,UAQ
926,Medium,9B,Middle,UAQ
927,Large,9C,Back,UAQ
928,Small,10A,Front,UAQ
929,Medium,10B,Middle,UAQ
930,Large,10C,Back,UAQ
931,Small,11A,Front,UAQ
932,Medium,11B,Middle,UAQ
933,Large,11C,Back,UAQ
934,Small,12A,Front,UAQ
935,Medium,12B,Middle,UAQ
936,Large,12C,Back,UAQ
937,Small,13A,Front,UAQ
938,Medium,13B,Middle,UAQ
939,Large,13C,Back,UAQ
940,Small,14A,Front,UAQ
941,Medium,14B,Middle,UAQ
942,Large,14C,Back,UAQ
943,Small,15A,Front,UAQ
944,Medium,15B,Middle,UAQ
945,Large,15C,Back,UAQ
946,Small,16A,Front,UAQ
947,Medium,16B,Middle,UAQ
948,Large,16C,Back,UAQ
949,Small,17A,Front,UAQ
950,Medium,17B,Middle,UAQ
951,Large,17C,Back,UAQ
952,Small,18A,Front,UAQ
953,Medium,18B,Middle,UAQ
954,Large,18C,Back,UAQ
955,Small,19A,Front,UAQ
956,Medium,19B,Middle,UAQ
957,Large,19C,Back,UAQ
958,Small,20A,Front,UAQ
959,Medium,20B,Middle,UAQ
960,Large,20C,Back,UAQ
961,Small,21A,Front,UAQ
962,Medium,21B,Middle,UAQ
963,Large,21C,Back,UAQ
964,Small,22A,Front,UAQ
965,Medium,22B,Middle,UAQ
966,Large,22C,Back,UAQ
967,Small,23A,Front,UAQ
968,Medium,23B,Middle,UAQ
969,Large,23C,Back,UAQ
970,Small,24A,Front,UAQ
971,Medium,24B,Middle,UAQ
972,Large,24C,Back,UAQ
973,Small,25A,Front,UAQ
974,Medium,25B,Middle,UAQ
975,Large,25C,Back,UAQ
976,Small,26A,Front,UAQ
977,Medium,26B,Middle,UAQ
978,Large,26C,Back,UAQ
979,Small,27A,Front,UAQ
980,Medium,27B,Middle,UAQ
981,Large,27C,Back,UAQ
982,Small,28A,Front,UAQ
983,Medium,28B,Middle,UAQ
984,Large,28C,Back,UAQ
985,Small,29A,Front,UAQ
986,Medium,29B,Middle,UAQ
987,Large,29C,Back,UAQ
988,Small,30A,Front,UAQ
989,Medium,30B,Middle,UAQ
990,Large,30C,Back,UAQ
991,Small,31A,Front,UAQ
992,Medium,31B,Middle,UAQ
993,Large,31C,Back,UAQ
994,Small,32A,Front,UAQ
995,Medium,32B,Middle,UAQ
996,Large,32C,Back,UAQ
997,Small,33A,Front,UAQ
998,Medium,33B,Middle,UAQ
999,Large,33C,Back,UAQ
1000,Small,34A,Front,UAQ
1001,Medium,34B,Middle,UAQ
1002,Large,34C,Back,UAQ
1003,Small,35A,Front,UAQ
1004,Medium,35B,Middle,UAQ
1005,Large,35C,Back,UAQ
1006,Small,36A,Front,UAQ
1007,Medium,36B,Middle,UAQ
1008,Large,36C,Back,UAQ
1009,Small,37A,Front,UAQ
1010,Medium,37B,Middle,UAQ
1011,Large,37C,Back,UAQ
1012,Small,38A,Front,UAQ
1013,Medium,38B,Middle,UAQ
1014,Large,38C,Back,UAQ
1015,Small,39A,Front,UAQ
1016,Medium,39B,Middle,UAQ
1017,Large,39C,Back,UAQ
1018,Small,40A,Front,UAQ
1019,Medium,40B,Middle,UAQ
1020,Large,40C,Back,UAQ
1021,Small,41A,Front,UAQ
1022,Medium,41B,Middle,UAQ
1023,Large,41C,Back,UAQ
1024,Small,42A,Front,UAQ
1025,Medium,42B,Middle,UAQ
1026,Large,42C,Back,UAQ
1027,Small,43A,Front,UAQ
1028,Medium,43B,Middle,UAQ
1029,Large,43C,Back,UAQ
1030,Small,44A,Front,UAQ
1031,Medium,44B,Middle,UAQ
1032,Large,44C,Back,UAQ
1033,Small,45A,Front,UAQ
1034,Medium,45B,Middle,UAQ
1035,Large,45C,Back,UAQ
1036,Small,46A,Front,UAQ
1037,Medium,46B,Middle,UAQ
1038,Large,46C,Back,UAQ
1039,Small,47A,Front,UAQ
1040,Medium,47B,Middle,UAQ
1041,Large,47C,Back,UAQ
1042,Small,48A,Front,UAQ
1043,Medium,48B,Middle,UAQ
1044,Large,48C,Back,UAQ
1045,Small,49A,Front,UAQ
1046,Medium,49B,Middle,UAQ
1047,Large,49C,Back,UAQ
1048,Small,50A,Front,UAQ
1049,Medium,50B,Middle,UAQ
1050,Large,50C,Back,UAQ
1051,Small,1A,Front,AII
1052,Medium,1B,Middle,AII
1053,Large,1C,Back,AII
1054,Small,2A,Front,AII
1055,Medium,2B,Middle,AII
1056,Large,2C,Back,AII
1057,Small,3A,Front,AII
1058,Medium,3B,Middle,AII
1059,Large,3C,Back,AII
1060,Small,4A,Front,AII
1061,Medium,4B,Middle,AII
1062,Large,4C,Back,AII
1063,Small,5A,Front,AII
1064,Medium,5B,Middle,AII
1065,Large,5C,Back,AII
1066,Small,6A,Front,AII
1067,Medium,6B,Middle,AII
1068,Large,6C,Back,AII
1069,Small,7A,Front,AII
1070,Medium,7B,Middle,AII
1071,Large,7C,Back,AII
1072,Small,8A,Front,AII
1073,Medium,8B,Middle,AII
1074,Large,8C,Back,AII
1075,Small,9A,Front,AII
1076,Medium,9B,Middle,AII
1077,Large,9C,Back,AII
1078,Small,10A,Front,AII
1079,Medium,10B,Middle,AII
1080,Large,10C,Back,AII
1081,Small,11A,Front,AII
1082,Medium,11B,Middle,AII
1083,Large,11C,Back,AII
1084,Small,12A,Front,AII
1085,Medium,12B,Middle,AII
1086,Large,12C,Back,AII
1087,Small,13A,Front,AII
1088,Medium,13B,Middle,AII
1089,Large,13C,Back,AII
1090,Small,14A,Front,AII
1091,Medium,14B,Middle,AII
1092,Large,14C,Back,AII
1093,Small,15A,Front,AII
1094,Medium,15B,Middle,AII
1095,Large,15C,Back,AII
1096,Small,16A,Front,AII
1097,Medium,16B,Middle,AII
1098,Large,16C,Back,AII
1099,Small,17A,Front,AII
1100,Medium,17B,Middle,AII
1101,Large,17C,Back,AII
1102,Small,18A,Front,AII
1103,Medium,18B,Middle,AII
1104,Large,18C,Back,AII
1105,Small,19A,Front,AII
1106,Medium,19B,Middle,AII
1107,Large,19C,Back,AII
1108,Small,20A,Front,AII
1109,Medium,20B,Middle,AII
1110,Large,20C,Back,AII
1111,Small,21A,Front,AII
1112,Medium,21B,Middle,AII
1113,Large,21C,Back,AII
1114,Small,22A,Front,AII
1115,Medium,22B,Middle,AII
1116,Large,22C,Back,AII
1117,Small,23A,Front,AII
1118,Medium,23B,Middle,AII
1119,Large,23C,Back,AII
1120,Small,24A,Front,AII
1121,Medium,24B,Middle,AII
1122,Large,24C,Back,AII
1123,Small,25A,Front,AII
1124,Medium,25B,Middle,AII
1125,Large,25C,Back,AII
1126,Small,26A,Front,AII
1127,Medium,26B,Middle,AII
1128,Large,26C,Back,AII
1129,Small,27A,Front,AII
1130,Medium,27B,Middle,AII
1131,Large,27C,Back,AII
1132,Small,28A,Front,AII
1133,Medium,28B,Middle,AII
1134,Large,28C,Back,AII
1135,Small,29A,Front,AII
1136,Medium,29B,Middle,AII
1137,Large,29C,Back,AII
1138,Small,30A,Front,AII
1139,Medium,30B,Middle,AII
1140,Large,30C,Back,AII
1141,Small,31A,Front,AII
1142,Medium,31B,Middle,AII
1143,Large,31C,Back,AII
1144,Small,32A,Front,AII
1145,Medium,32B,Middle,AII
1146,Large,32C,Back,AII
1147,Small,33A,Front,AII
1148,Medium,33B,Middle,AII
1149,Large,33C,Back,AII
1150,Small,34A,Front,AII
1151,Medium,34B,Middle,AII
1152,Large,34C,Back,AII
1153,Small,35A,Front,AII
1154,Medium,35B,Middle,AII
1155,Large,35C,Back,AII
1156,Small,36A,Front,AII
1157,Medium,36B,Middle,AII
1158,Large,36C,Back,AII
1159,Small,37A,Front,AII
1160,Medium,37B,Middle,AII
1161,Large,37C,Back,AII
1162,Small,38A,Front,AII
1163,Medium,38B,Middle,AII
1164,Large,38C,Back,AII
1165,Small,39A,Front,AII
1166,Medium,39B,Middle,AII
1167,Large,39C,Back,AII
1168,Small,40A,Front,AII
1169,Medium,40B,Middle,AII
1170,Large,40C,Back,AII
1171,Small,41A,Front,AII
1172,Medium,41B,Middle,AII
1173,Large,41C,Back,AII
1174,Small,42A,Front,AII
1175,Medium,42B,Middle,AII
1176,Large,42C,Back,AII
1177,Small,43A,Front,AII
1178,Medium,43B,Middle,AII
1179,Large,43C,Back,AII
1180,Small,44A,Front,AII
1181,Medium,44B,Middle,AII
1182,Large,44C,Back,AII
1183,Small,45A,Front,AII
1184,Medium,45B,Middle,AII
1185,Large,45C,Back,AII
1186,Small,46A,Front,AII
1187,Medium,46B,Middle,AII
1188,Large,46C,Back,AII
1189,Small,47A,Front,AII
1190,Medium,47B,Middle,AII
1191,Large,47C,Back,AII
1192,Small,48A,Front,AII
1193,Medium,48B,Middle,AII
1194,Large,48C,Back,AII
1195,Small,49A,Front,AII
1196,Medium,49B,Middle,AII
1197,Large,49C,Back,AII
1198,Small,50A,Front,AII
1199,Medium,50B,Middle,AII
1200,Large,50C,Back,AII
1201,Small,1A,Front,BVK
1202,Medium,1B,Middle,BVK
1203,Large,1C,Back,BVK
1204,Small,2A,Front,BVK
1205,Medium,2B,Middle,BVK
1206,Large,2C,Back,BVK
1207,Small,3A,Front,BVK
1208,Medium,3B,Middle,BVK
1209,Large,3C,Back,BVK
1210,Small,4A,Front,BVK
1211,Medium,4B,Middle,BVK
1212,Large,4C,Back,BVK
1213,Small,5A,Front,BVK
1214,Medium,5B,Middle,BVK
1215,Large,5C,Back,BVK
1216,Small,6A,Front,BVK
1217,Medium,6B,Middle,BVK
1218,Large,6C,Back,BVK
1219,Small,7A,Front,BVK
1220,Medium,7B,Middle,BVK
1221,Large,7C,Back,BVK
1222,Small,8A,Front,BVK
1223,Medium,8B,Middle,BVK
1224,Large,8C,Back,BVK
1225,Small,9A,Front,BVK
1226,Medium,9B,Middle,BVK
1227,Large,9C,Back,BVK
1228,Small,10A,Front,BVK
1229,Medium,10B,Middle,BVK
1230,Large,10C,Back,BVK
1231,Small,11A,Front,BVK
1232,Medium,11B,Middle,BVK
1233,Large,11C,Back,BVK
1234,Small,12A,Front,BVK
1235,Medium,12B,Middle,BVK
1236,Large,12C,Back,BVK
1237,Small,13A,Front,BVK
1238,Medium,13B,Middle,BVK
1239,Large,13C,Back,BVK
1240,Small,14A,Front,BVK
1241,Medium,14B,Middle,BVK
1242,Large,14C,Back,BVK
1243,Small,15A,Front,BVK
1244,Medium,15B,Middle,BVK
1245,Large,15C,Back,BVK
1246,Small,16A,Front,BVK
1247,Medium,16B,Middle,BVK
1248,Large,16C,Back,BVK
1249,Small,17A,Front,BVK
1250,Medium,17B,Middle,BVK
1251,Large,17C,Back,BVK
1252,Small,18A,Front,BVK
1253,Medium,18B,Middle,BVK
1254,Large,18C,Back,BVK
1255,Small,19A,Front,BVK
1256,Medium,19B,Middle,BVK
1257,Large,19C,Back,BVK
1258,Small,20A,Front,BVK
1259,Medium,20B,Middle,BVK
1260,Large,20C,Back,BVK
1261,Small,21A,Front,BVK
1262,Medium,21B,Middle,BVK
1263,Large,21C,Back,BVK
1264,Small,22A,Front,BVK
1265,Medium,22B,Middle,BVK
1266,Large,22C,Back,BVK
1267,Small,23A,Front,BVK
1268,Medium,23B,Middle,BVK
1269,Large,23C,Back,BVK
1270,Small,24A,Front,BVK
1271,Medium,24B,Middle,BVK
1272,Large,24C,Back,BVK
1273,Small,25A,Front,BVK
1274,Medium,25B,Middle,BVK
1275,Large,25C,Back,BVK
1276,Small,26A,Front,BVK
1277,Medium,26B,Middle,BVK
1278,Large,26C,Back,BVK
1279,Small,27A,Front,BVK
1280,Medium,27B,Middle,BVK
1281,Large,27C,Back,BVK
1282,Small,28A,Front,BVK
1283,Medium,28B,Middle,BVK
1284,Large,28C,Back,BVK
1285,Small,29A,Front,BVK
1286,Medium,29B,Middle,BVK
1287,Large,29C,Back,BVK
1288,Small,30A,Front,BVK
1289,Medium,30B,Middle,BVK
1290,Large,30C,Back,BVK
1291,Small,31A,Front,BVK
1292,Medium,31B,Middle,BVK
1293,Large,31C,Back,BVK
1294,Small,32A,Front,BVK
1295,Medium,32B,Middle,BVK
1296,Large,32C,Back,BVK
1297,Small,33A,Front,BVK
1298,Medium,33B,Middle,BVK
1299,Large,33C,Back,BVK
1300,Small,34A,Front,BVK
1301,Medium,34B,Middle,BVK
1302,Large,34C,Back,BVK
1303,Small,35A,Front,BVK
1304,Medium,35B,Middle,BVK
1305,Large,35C,Back,BVK
1306,Small,36A,Front,BVK
1307,Medium,36B,Middle,BVK
1308,Large,36C,Back,BVK
1309,Small,37A,Front,BVK
1310,Medium,37B,Middle,BVK
1311,Large,37C,Back,BVK
1312,Small,38A,Front,BVK
1313,Medium,38B,Middle,BVK
1314,Large,38C,Back,BVK
1315,Small,39A,Front,BVK
1316,Medium,39B,Middle,BVK
1317,Large,39C,Back,BVK
1318,Small,40A,Front,BVK
1319,Medium,40B,Middle,BVK
1320,Large,40C,Back,BVK
1321,Small,41A,Front,BVK
1322,Medium,41B,Middle,BVK
1323,Large,41C,Back,BVK
1324,Small,42A,Front,BVK
1325,Medium,42B,Middle,BVK
1326,Large,42C,Back,BVK
1327,Small,43A,Front,BVK
1328,Medium,43B,Middle,BVK
1329,Large,43C,Back,BVK
1330,Small,44A,Front,BVK
1331,Medium,44B,Middle,BVK
1332,Large,44C,Back,BVK
1333,Small,45A,Front,BVK
1334,Medium,45B,Middle,BVK
1335,Large,45C,Back,BVK
1336,Small,46A,Front,BVK
1337,Medium,46B,Middle,BVK
1338,Large,46C,Back,BVK
1339,Small,47A,Front,BVK
1340,Medium,47B,Middle,BVK
1341,Large,47C,Back,BVK
1342,Small,48A,Front,BVK
1343,Medium,48B,Middle,BVK
1344,Large,48C,Back,BVK
1345,Small,49A,Front,BVK
1346,Medium,49B,Middle,BVK
1347,Large,49C,Back,BVK
1348,Small,50A,Front,BVK
1349,Medium,50B,Middle,BVK
1350,Large,50C,Back,BVK
1351,Small,1A,Front,AXC
1352,Medium,1B,Middle,AXC
1353,Large,1C,Back,AXC
1354,Small,2A,Front,AXC
1355,Medium,2B,Middle,AXC
1356,Large,2C,Back,AXC
1357,Small,3A,Front,AXC
1358,Medium,3B,Middle,AXC
1359,Large,3C,Back,AXC
1360,Small,4A,Front,AXC
1361,Medium,4B,Middle,AXC
1362,Large,4C,Back,AXC
1363,Small,5A,Front,AXC
1364,Medium,5B,Middle,AXC
1365,Large,5C,Back,AXC
1366,Small,6A,Front,AXC
1367,Medium,6B,Middle,AXC
1368,Large,6C,Back,AXC
1369,Small,7A,Front,AXC
1370,Medium,7B,Middle,AXC
1371,Large,7C,Back,AXC
1372,Small,8A,Front,AXC
1373,Medium,8B,Middle,AXC
1374,Large,8C,Back,AXC
1375,Small,9A,Front,AXC
1376,Medium,9B,Middle,AXC
1377,Large,9C,Back,AXC
1378,Small,10A,Front,AXC
1379,Medium,10B,Middle,AXC
1380,Large,10C,Back,AXC
1381,Small,11A,Front,AXC
1382,Medium,11B,Middle,AXC
1383,Large,11C,Back,AXC
1384,Small,12A,Front,AXC
1385,Medium,12B,Middle,AXC
1386,Large,12C,Back,AXC
1387,Small,13A,Front,AXC
1388,Medium,13B,Middle,AXC
1389,Large,13C,Back,AXC
1390,Small,14A,Front,AXC
1391,Medium,14B,Middle,AXC
1392,Large,14C,Back,AXC
1393,Small,15A,Front,AXC
1394,Medium,15B,Middle,AXC
1395,Large,15C,Back,AXC
1396,Small,16A,Front,AXC
1397,Medium,16B,Middle,AXC
1398,Large,16C,Back,AXC
1399,Small,17A,Front,AXC
1400,Medium,17B,Middle,AXC
1401,Large,17C,Back,AXC
1402,Small,18A,Front,AXC
1403,Medium,18B,Middle,AXC
1404,Large,18C,Back,AXC
1405,Small,19A,Front,AXC
1406,Medium,19B,Middle,AXC
1407,Large,19C,Back,AXC
1408,Small,20A,Front,AXC
1409,Medium,20B,Middle,AXC
1410,Large,20C,Back,AXC
1411,Small,21A,Front,AXC
1412,Medium,21B,Middle,AXC
1413,Large,21C,Back,AXC
1414,Small,22A,Front,AXC
1415,Medium,22B,Middle,AXC
1416,Large,22C,Back,AXC
1417,Small,23A,Front,AXC
1418,Medium,23B,Middle,AXC
1419,Large,23C,Back,AXC
1420,Small,24A,Front,AXC
1421,Medium,24B,Middle,AXC
1422,Large,24C,Back,AXC
1423,Small,25A,Front,AXC
1424,Medium,25B,Middle,AXC
1425,Large,25C,Back,AXC
1426,Small,26A,Front,AXC
1427,Medium,26B,Middle,AXC
1428,Large,26C,Back,AXC
1429,Small,27A,Front,AXC
1430,Medium,27B,Middle,AXC
1431,Large,27C,Back,AXC
1432,Small,28A,Front,AXC
1433,Medium,28B,Middle,AXC
1434,Large,28C,Back,AXC
1435,Small,29A,Front,AXC
1436,Medium,29B,Middle,AXC
1437,Large,29C,Back,AXC
1438,Small,30A,Front,AXC
1439,Medium,30B,Middle,AXC
1440,Large,30C,Back,AXC
1441,Small,31A,Front,AXC
1442,Medium,31B,Middle,AXC
1443,Large,31C,Back,AXC
1444,Small,32A,Front,AXC
1445,Medium,32B,Middle,AXC
1446,Large,32C,Back,AXC
1447,Small,33A,Front,AXC
1448,Medium,33B,Middle,AXC
1449,Large,33C,Back,AXC
1450,Small,34A,Front,AXC
1451,Medium,34B,Middle,AXC
1452,Large,34C,Back,AXC
1453,Small,35A,Front,AXC
1454,Medium,35B,Middle,AXC
1455,Large,35C,Back,AXC
1456,Small,36A,Front,AXC
1457,Medium,36B,Middle,AXC
1458,Large,36C,Back,AXC
1459,Small,37A,Front,AXC
1460,Medium,37B,Middle,AXC
1461,Large,37C,Back,AXC
1462,Small,38A,Front,AXC
1463,Medium,38B,Middle,AXC
1464,Large,38C,Back,AXC
1465,Small,39A,Front,AXC
1466,Medium,39B,Middle,AXC
1467,Large,39C,Back,AXC
1468,Small,40A,Front,AXC
1469,Medium,40B,Middle,AXC
1470,Large,40C,Back,AXC
1471,Small,41A,Front,AXC
1472,Medium,41B,Middle,AXC
1473,Large,41C,Back,AXC
1474,Small,42A,Front,AXC
1475,Medium,42B,Middle,AXC
1476,Large,42C,Back,AXC
1477,Small,43A,Front,AXC
1478,Medium,43B,Middle,AXC
1479,Large,43C,Back,AXC
1480,Small,44A,Front,AXC
1481,Medium,44B,Middle,AXC
1482,Large,44C,Back,AXC
1483,Small,45A,Front,AXC
1484,Medium,45B,Middle,AXC
1485,Large,45C,Back,AXC
1486,Small,46A,Front,AXC
1487,Medium,46B,Middle,AXC
1488,Large,46C,Back,AXC
1489,Small,47A,Front,AXC
1490,Medium,47B,Middle,AXC
1491,Large,47C,Back,AXC
1492,Small,48A,Front,AXC
1493,Medium,48B,Middle,AXC
1494,Large,48C,Back,AXC
1495,Small,49A,Front,AXC
1496,Medium,49B,Middle,AXC
1497,Large,49C,Back,AXC
1498,Small,50A,Front,AXC
1499,Medium,50B,Middle,AXC
1500,Large,50C,Back,AXC
1501,Small,1A,Front,EHT
1502,Medium,1B,Middle,EHT
1503,Large,1C,Back,EHT
1504,Small,2A,Front,EHT
1505,Medium,2B,Middle,EHT
1506,Large,2C,Back,EHT
1507,Small,3A,Front,EHT
1508,Medium,3B,Middle,EHT
1509,Large,3C,Back,EHT
1510,Small,4A,Front,EHT
1511,Medium,4B,Middle,EHT
1512,Large,4C,Back,EHT
1513,Small,5A,Front,EHT
1514,Medium,5B,Middle,EHT
1515,Large,5C,Back,EHT
1516,Small,6A,Front,EHT
1517,Medium,6B,Middle,EHT
1518,Large,6C,Back,EHT
1519,Small,7A,Front,EHT
1520,Medium,7B,Middle,EHT
1521,Large,7C,Back,EHT
1522,Small,8A,Front,EHT
1523,Medium,8B,Middle,EHT
1524,Large,8C,Back,EHT
1525,Small,9A,Front,EHT
1526,Medium,9B,Middle,EHT
1527,Large,9C,Back,EHT
1528,Small,10A,Front,EHT
1529,Medium,10B,Middle,EHT
1530,Large,10C,Back,EHT
1531,Small,11A,Front,EHT
1532,Medium,11B,Middle,EHT
1533,Large,11C,Back,EHT
1534,Small,12A,Front,EHT
1535,Medium,12B,Middle,EHT
1536,Large,12C,Back,EHT
1537,Small,13A,Front,EHT
1538,Medium,13B,Middle,EHT
1539,Large,13C,Back,EHT
1540,Small,14A,Front,EHT
1541,Medium,14B,Middle,EHT
1542,Large,14C,Back,EHT
1543,Small,15A,Front,EHT
1544,Medium,15B,Middle,EHT
1545,Large,15C,Back,EHT
1546,Small,16A,Front,EHT
1547,Medium,16B,Middle,EHT
1548,Large,16C,Back,EHT
1549,Small,17A,Front,EHT
1550,Medium,17B,Middle,EHT
1551,Large,17C,Back,EHT
1552,Small,18A,Front,EHT
1553,Medium,18B,Middle,EHT
1554,Large,18C,Back,EHT
1555,Small,19A,Front,EHT
1556,Medium,19B,Middle,EHT
1557,Large,19C,Back,EHT
1558,Small,20A,Front,EHT
1559,Medium,20B,Middle,EHT
1560,Large,20C,Back,EHT
1561,Small,21A,Front,EHT
1562,Medium,21B,Middle,EHT
1563,Large,21C,Back,EHT
1564,Small,22A,Front,EHT
1565,Medium,22B,Middle,EHT
1566,Large,22C,Back,EHT
1567,Small,23A,Front,EHT
1568,Medium,23B,Middle,EHT
1569,Large,23C,Back,EHT
1570,Small,24A,Front,EHT
1571,Medium,24B,Middle,EHT
1572,Large,24C,Back,EHT
1573,Small,25A,Front,EHT
1574,Medium,25B,Middle,EHT
1575,Large,25C,Back,EHT
1576,Small,26A,Front,EHT
1577,Medium,26B,Middle,EHT
1578,Large,26C,Back,EHT
1579,Small,27A,Front,EHT
1580,Medium,27B,Middle,EHT
1581,Large,27C,Back,EHT
1582,Small,28A,Front,EHT
1583,Medium,28B,Middle,EHT
1584,Large,28C,Back,EHT
1585,Small,29A,Front,EHT
1586,Medium,29B,Middle,EHT
1587,Large,29C,Back,EHT
1588,Small,30A,Front,EHT
1589,Medium,30B,Middle,EHT
1590,Large,30C,Back,EHT
1591,Small,31A,Front,EHT
1592,Medium,31B,Middle,EHT
1593,Large,31C,Back,EHT
1594,Small,32A,Front,EHT
1595,Medium,32B,Middle,EHT
1596,Large,32C,Back,EHT
1597,Small,33A,Front,EHT
1598,Medium,33B,Middle,EHT
1599,Large,33C,Back,EHT
1600,Small,34A,Front,EHT
1601,Medium,34B,Middle,EHT
1602,Large,34C,Back,EHT
1603,Small,35A,Front,EHT
1604,Medium,35B,Middle,EHT
1605,Large,35C,Back,EHT
1606,Small,36A,Front,EHT
1607,Medium,36B,Middle,EHT
1608,Large,36C,Back,EHT
1609,Small,37A,Front,EHT
1610,Medium,37B,Middle,EHT
1611,Large,37C,Back,EHT
1612,Small,38A,Front,EHT
1613,Medium,38B,Middle,EHT
1614,Large,38C,Back,EHT
1615,Small,39A,Front,EHT
1616,Medium,39B,Middle,EHT
1617,Large,39C,Back,EHT
1618,Small,40A,Front,EHT
1619,Medium,40B,Middle,EHT
1620,Large,40C,Back,EHT
1621,Small,41A,Front,EHT
1622,Medium,41B,Middle,EHT
1623,Large,41C,Back,EHT
1624,Small,42A,Front,EHT
1625,Medium,42B,Middle,EHT
1626,Large,42C,Back,EHT
1627,Small,43A,Front,EHT
1628,Medium,43B,Middle,EHT
1629,Large,43C,Back,EHT
1630,Small,44A,Front,EHT
1631,Medium,44B,Middle,EHT
1632,Large,44C,Back,EHT
1633,Small,45A,Front,EHT
1634,Medium,45B,Middle,EHT
1635,Large,45C,Back,EHT
1636,Small,46A,Front,EHT
1637,Medium,46B,Middle,EHT
1638,Large,46C,Back,EHT
1639,Small,47A,Front,EHT
1640,Medium,47B,Middle,EHT
1641,Large,47C,Back,EHT
1642,Small,48A,Front,EHT
1643,Medium,48B,Middle,EHT
1644,Large,48C,Back,EHT
1645,Small,49A,Front,EHT
1646,Medium,49B,Middle,EHT
1647,Large,49C,Back,EHT
1648,Small,50A,Front,EHT
1649,Medium,50B,Middle,EHT
1650,Large,50C,Back,EHT
1651,Small,1A,Front,OVG
1652,Medium,1B,Middle,OVG
1653,Large,1C,Back,OVG
1654,Small,2A,Front,OVG
1655,Medium,2B,Middle,OVG
1656,Large,2C,Back,OVG
1657,Small,3A,Front,OVG
1658,Medium,3B,Middle,OVG
1659,Large,3C,Back,OVG
1660,Small,4A,Front,OVG
1661,Medium,4B,Middle,OVG
1662,Large,4C,Back,OVG
1663,Small,5A,Front,OVG
1664,Medium,5B,Middle,OVG
1665,Large,5C,Back,OVG
1666,Small,6A,Front,OVG
1667,Medium,6B,Middle,OVG
1668,Large,6C,Back,OVG
1669,Small,7A,Front,OVG
1670,Medium,7B,Middle,OVG
1671,Large,7C,Back,OVG
1672,Small,8A,Front,OVG
1673,Medium,8B,Middle,OVG
1674,Large,8C,Back,OVG
1675,Small,9A,Front,OVG
1676,Medium,9B,Middle,OVG
1677,Large,9C,Back,OVG
1678,Small,10A,Front,OVG
1679,Medium,10B,Middle,OVG
1680,Large,10C,Back,OVG
1681,Small,11A,Front,OVG
1682,Medium,11B,Middle,OVG
1683,Large,11C,Back,OVG
1684,Small,12A,Front,OVG
1685,Medium,12B,Middle,OVG
1686,Large,12C,Back,OVG
1687,Small,13A,Front,OVG
1688,Medium,13B,Middle,OVG
1689,Large,13C,Back,OVG
1690,Small,14A,Front,OVG
1691,Medium,14B,Middle,OVG
1692,Large,14C,Back,OVG
1693,Small,15A,Front,OVG
1694,Medium,15B,Middle,OVG
1695,Large,15C,Back,OVG
1696,Small,16A,Front,OVG
1697,Medium,16B,Middle,OVG
1698,Large,16C,Back,OVG
1699,Small,17A,Front,OVG
1700,Medium,17B,Middle,OVG
1701,Large,17C,Back,OVG
1702,Small,18A,Front,OVG
1703,Medium,18B,Middle,OVG
1704,Large,18C,Back,OVG
1705,Small,19A,Front,OVG
1706,Medium,19B,Middle,OVG
1707,Large,19C,Back,OVG
1708,Small,20A,Front,OVG
1709,Medium,20B,Middle,OVG
1710,Large,20C,Back,OVG
1711,Small,21A,Front,OVG
1712,Medium,21B,Middle,OVG
1713,Large,21C,Back,OVG
1714,Small,22A,Front,OVG
1715,Medium,22B,Middle,OVG
1716,Large,22C,Back,OVG
1717,Small,23A,Front,OVG
